cell_id,tel_traffic,traffic,user_num,date
1044,738.9873,6222.2001,708,2019-08-20 06:40:08
1067,244.9852,2627.5514,842,2019-08-22 00:26:58
1212,166.241,2594.324,778,2019-08-21 02:10:27
1554,758.4878,2070.7055,997,2019-08-20 17:54:17
1828,603.8415,5646.3768,665,2019-08-20 21:12:17
1399,122.416,7426.3866,242,2019-08-20 15:56:47
1369,6.1224,8456.426,773,2019-08-21 13:09:47
1291,535.2877,4805.3842,233,2019-08-21 14:12:14
1511,371.0098,9407.3645,859,2019-08-20 12:24:48
1284,306.5853,4526.1571,716,2019-08-21 18:27:34
1840,998.7011,9712.7729,99,2019-08-20 20:18:35
1582,283.0037,1575.6883,310,2019-08-21 21:46:37
1747,313.2079,8944.6436,66,2019-08-21 17:41:42
1272,825.9999,1468.6288,980,2019-08-20 14:36:41
1507,261.8328,2289.9638,683,2019-08-22 01:28:08
1820,324.9104,4803.3055,455,2019-08-22 01:54:45
1663,47.2772,5618.0878,461,2019-08-22 02:22:51
1897,60.1981,9105.9711,394,2019-08-21 05:45:42
1883,251.3794,4971.8451,737,2019-08-21 13:26:22
1737,923.3931,6871.2617,36,2019-08-21 17:42:28
1489,572.1737,5297.8989,305,2019-08-20 14:06:20
1346,830.4044,8199.9159,151,2019-08-21 17:34:08
1107,905.7024,2515.5637,946,2019-08-20 20:29:16
1024,829.8578,1658.8721,119,2019-08-20 12:06:05
1644,333.8684,2998.4123,441,2019-08-21 04:55:50
1177,931.4928,5165.5343,877,2019-08-21 19:46:37
1082,157.3423,9642.5018,127,2019-08-21 00:51:48
1709,525.8727,6690.7396,503,2019-08-22 03:32:45
1988,662.2396,1476.512,207,2019-08-20 14:00:14
1428,962.3789,3484.8984,8,2019-08-21 03:44:43
1609,96.1041,3533.3707,983,2019-08-20 09:49:11
1158,318.1803,9894.1549,71,2019-08-20 12:37:22
1757,285.441,2916.5923,353,2019-08-21 21:52:29
1261,872.7205,9017.4262,72,2019-08-21 17:43:37
1355,929.1244,9533.1859,77,2019-08-20 11:13:56
1148,114.7439,8847.4986,680,2019-08-22 00:36:30
1049,464.4275,8424.3884,423,2019-08-20 16:22:57
1479,484.4629,7282.3949,137,2019-08-22 02:07:01
1025,581.184,6620.9326,407,2019-08-20 20:05:45
1144,606.0933,6729.1341,364,2019-08-21 12:10:54
1468,709.6256,6819.8276,506,2019-08-20 23:56:12
1337,356.0257,5499.4483,247,2019-08-22 00:48:06
1966,483.6301,1276.1053,434,2019-08-21 22:59:31
1391,865.8607,1846.0303,839,2019-08-21 12:47:31
1618,201.3371,7259.5159,828,2019-08-21 00:39:54
1246,971.6456,8680.2638,147,2019-08-20 21:53:54
1190,731.5639,1597.6474,913,2019-08-22 04:16:02
1094,168.9228,1693.2789,757,2019-08-22 01:56:24
1107,451.914,6430.334,490,2019-08-20 11:55:03
1194,183.9803,2788.8452,289,2019-08-20 18:59:56
1347,679.3182,2501.7577,21,2019-08-20 07:20:11
1889,935.9377,9359.097,834,2019-08-21 23:56:47
1770,149.065,5546.0488,233,2019-08-20 15:52:42
1166,399.9559,2683.3613,847,2019-08-20 10:28:08
1060,231.4257,2164.0537,724,2019-08-20 17:45:30
1951,637.0989,5076.0713,873,2019-08-21 17:08:56
1923,780.2053,9148.7891,492,2019-08-20 07:22:55
1513,327.3841,6301.2521,934,2019-08-20 10:39:04
1683,261.6774,3741.4159,77,2019-08-21 19:48:27
1784,274.6964,9211.9583,261,2019-08-21 06:46:43
1621,440.4094,4347.4786,321,2019-08-21 20:48:40
1641,280.3817,2880.6484,753,2019-08-22 01:57:36
1651,166.7664,6738.9412,847,2019-08-21 16:51:41
1830,355.5351,9212.4989,137,2019-08-20 09:26:13
1624,733.4118,2967.6344,673,2019-08-20 09:46:34
1569,389.888,9060.9617,948,2019-08-20 22:13:56
1360,325.8597,3532.0576,689,2019-08-21 16:23:19
1515,97.7119,3827.9735,960,2019-08-21 18:29:52
1031,240.0497,6055.6094,853,2019-08-20 23:22:12
1087,747.48,6207.1633,852,2019-08-22 01:01:31
1378,620.1028,7607.0532,845,2019-08-20 23:52:03
1247,484.0285,8345.8733,245,2019-08-20 13:40:49
1258,904.6623,1375.2064,479,2019-08-22 04:27:44
1734,660.5808,8257.8654,278,2019-08-21 03:41:47
1251,226.3968,2128.9023,187,2019-08-21 17:54:59
1829,86.8331,2736.9318,111,2019-08-22 05:09:35
1072,922.4361,4055.0318,145,2019-08-21 19:23:47
1737,842.6731,1305.8018,685,2019-08-21 16:31:27
1534,870.3477,6785.3695,504,2019-08-22 05:13:06
1010,64.825,7083.8243,688,2019-08-20 20:00:02
1028,477.806,4823.4992,966,2019-08-21 17:55:46
1345,546.0187,3465.5994,45,2019-08-20 08:43:18
1720,828.6942,1000.8678,560,2019-08-20 09:58:23
1380,193.3351,9680.643,801,2019-08-20 14:16:02
1957,634.4831,4229.263,2,2019-08-20 06:51:20
1137,690.6311,3281.6485,884,2019-08-20 15:13:05
1988,224.6081,8929.4513,227,2019-08-21 22:14:35
1087,86.7984,9329.0257,164,2019-08-21 04:35:36
1796,566.7977,5072.1937,959,2019-08-21 06:15:59
1703,563.5163,1310.0428,752,2019-08-21 05:48:08
1583,458.3126,1610.9704,389,2019-08-21 16:00:22
1943,391.6625,6652.677,884,2019-08-21 11:30:41
1006,542.6813,7654.0197,190,2019-08-21 08:28:05
1660,110.4111,7922.3529,915,2019-08-22 04:39:01
1384,700.584,3814.9319,346,2019-08-20 11:35:20
1936,869.8069,8736.363,918,2019-08-20 22:00:14
1500,719.4289,5944.2609,520,2019-08-22 05:48:15
1900,592.4148,2802.7982,290,2019-08-22 05:14:24
1950,783.8754,9627.9737,262,2019-08-21 16:59:47
1193,954.6345,7875.7256,796,2019-08-22 00:22:02
1215,369.9685,8423.1089,81,2019-08-20 08:39:30
1895,808.228,1031.6564,976,2019-08-20 22:45:02
1920,796.9426,4683.3269,924,2019-08-20 15:41:51
1419,908.1908,8000.6232,15,2019-08-20 07:49:18
1910,683.3922,5753.0185,197,2019-08-21 11:42:27
1870,182.8649,8776.3355,487,2019-08-20 19:45:53
1365,272.0152,3522.7709,470,2019-08-21 23:05:48
1865,242.8246,3526.0838,131,2019-08-22 05:00:41
1854,170.9431,7661.3022,852,2019-08-22 03:34:43
1923,581.1479,1091.3326,104,2019-08-22 04:35:54
1849,40.8042,6118.9631,504,2019-08-21 05:45:27
1017,848.0353,5499.5023,187,2019-08-21 12:12:24
1051,986.0895,8284.1774,470,2019-08-20 08:19:10
1447,926.5552,3241.1339,776,2019-08-20 06:23:16
1494,412.2216,6209.3809,697,2019-08-22 01:33:29
1464,155.626,2429.0457,559,2019-08-20 13:05:19
1740,336.193,9456.4188,350,2019-08-22 05:06:05
1789,980.4854,3609.551,755,2019-08-21 12:25:47
1241,945.021,1122.8427,361,2019-08-21 21:04:30
1217,15.1583,8241.0019,92,2019-08-21 07:23:22
1622,619.4007,1339.3995,853,2019-08-20 15:32:24
1731,983.4056,8785.7959,184,2019-08-20 07:04:51
1016,429.7776,4839.948,868,2019-08-21 02:32:36
1057,354.5058,5489.2373,806,2019-08-20 10:24:01
1586,606.5364,9778.6341,313,2019-08-21 16:58:00
1951,573.7796,4157.877,762,2019-08-20 19:03:56
1453,223.5096,2023.5679,117,2019-08-20 06:27:07
1033,529.5223,4335.8665,850,2019-08-21 18:13:37
1686,598.4792,8784.8141,609,2019-08-21 12:03:00
1418,174.4011,4791.89,843,2019-08-21 06:02:00
1043,647.9502,3581.967,162,2019-08-20 07:23:08
1865,656.3713,9584.6836,735,2019-08-21 21:53:09
1036,707.314,2514.1897,459,2019-08-21 05:02:09
1472,630.3613,8674.0951,967,2019-08-21 14:28:53
1435,839.5769,9113.2751,531,2019-08-21 16:25:03
1085,722.0931,1323.8447,556,2019-08-20 11:15:40
1103,911.5742,1261.0657,298,2019-08-22 05:08:29
1367,979.6838,4864.8044,873,2019-08-20 19:09:33
1712,539.9435,9526.3008,887,2019-08-21 08:14:08
1733,416.5329,3648.9252,62,2019-08-22 06:13:48
1906,195.0824,7491.2135,890,2019-08-20 22:37:12
1966,525.5418,1303.8276,566,2019-08-20 07:51:58
1027,526.4828,5581.8955,387,2019-08-20 22:56:39
1280,90.0628,9162.2453,916,2019-08-21 14:50:08
1176,943.332,1167.7294,860,2019-08-20 17:50:55
1221,931.45,2925.2726,228,2019-08-21 14:39:41
1722,64.216,4235.4945,274,2019-08-20 22:00:39
1899,850.4473,2219.4246,275,2019-08-21 22:42:06
1405,163.8574,3109.6781,12,2019-08-21 21:59:18
1703,950.6485,8433.2195,495,2019-08-21 16:36:12
1836,416.189,1079.5564,16,2019-08-21 06:59:10
1743,624.5782,4726.805,18,2019-08-21 03:17:22
1808,732.0315,1691.3446,624,2019-08-21 19:23:52
1457,473.0068,1522.1342,314,2019-08-21 13:31:49
1418,856.2178,8305.2103,160,2019-08-21 17:12:08
1441,857.8611,5803.0988,844,2019-08-21 19:08:54
1462,756.6759,6013.4728,461,2019-08-20 11:04:06
1908,424.2647,5978.2576,207,2019-08-21 11:46:59
1424,341.3024,4086.6279,54,2019-08-20 23:48:35
1428,830.4257,9579.5994,118,2019-08-20 11:08:07
1344,661.1758,4523.6486,931,2019-08-21 07:04:22
1767,157.4063,5648.4661,2,2019-08-21 02:32:45
1299,624.7885,4899.4955,511,2019-08-22 04:25:35
1234,725.9727,5090.1816,814,2019-08-22 05:29:07
1040,364.8199,8091.2314,679,2019-08-20 10:07:39
1561,540.3926,2816.0773,176,2019-08-21 05:17:13
1940,961.2167,5603.9401,676,2019-08-22 04:45:58
1427,918.7794,4965.1607,78,2019-08-21 17:23:15
1702,352.8392,1706.1202,64,2019-08-21 07:13:29
1636,936.3675,2290.3281,474,2019-08-20 09:02:09
1765,777.3468,4412.0999,100,2019-08-22 05:03:34
1892,597.8602,4331.259,273,2019-08-20 15:40:02
1380,937.0515,3307.6764,519,2019-08-20 17:41:35
1313,529.2777,1812.7013,463,2019-08-20 11:48:24
1029,397.5869,6703.0996,821,2019-08-21 00:09:18
1272,931.4375,1024.4232,800,2019-08-21 15:17:51
1669,337.7021,2185.8449,253,2019-08-22 03:10:37
1358,450.2637,5369.123,263,2019-08-22 05:45:47
1575,295.2299,5558.648,943,2019-08-21 14:58:37
1964,185.2806,7240.0479,382,2019-08-20 22:27:40
1164,207.2391,3581.2528,479,2019-08-21 06:23:12
1834,394.4147,2898.0418,850,2019-08-20 17:52:54
1549,388.3493,2314.7352,811,2019-08-21 01:26:42
1661,76.577,1384.4916,948,2019-08-20 16:57:15
1955,580.3778,7036.027,964,2019-08-20 09:31:53
1778,337.9263,4465.814,717,2019-08-20 18:18:44
1295,939.2795,7391.1845,655,2019-08-21 17:35:33
1167,658.7941,3821.5368,896,2019-08-21 22:08:41
1040,85.4702,1488.497,805,2019-08-21 18:08:42
1296,209.7542,3840.7523,325,2019-08-21 07:18:50
1339,880.6816,8092.5979,911,2019-08-20 11:46:34
1595,697.7644,5119.6454,895,2019-08-22 01:59:23
1519,490.2861,3695.7503,793,2019-08-20 18:41:03
1384,239.8054,1470.2042,942,2019-08-20 09:16:16
1931,796.4493,7808.7672,71,2019-08-20 07:59:06
1821,158.3864,4445.4191,985,2019-08-21 09:12:55
1001,153.6716,1250.949,209,2019-08-20 21:38:36
1343,31.8511,6114.6043,211,2019-08-21 15:24:51
1564,859.1454,4131.124,446,2019-08-21 13:09:35
1186,528.6806,9388.9414,189,2019-08-20 15:30:12
1797,447.9355,6050.8291,817,2019-08-20 22:51:20
1418,703.0731,4873.473,213,2019-08-21 17:47:55
1294,347.3631,5416.2489,64,2019-08-22 03:18:35
1961,9.0758,5621.8539,125,2019-08-21 15:05:39
1882,453.1995,6681.5519,49,2019-08-20 17:38:56
1879,574.8086,5661.1291,324,2019-08-21 06:00:56
1161,897.3614,8295.2512,865,2019-08-20 06:57:42
1520,358.6378,9941.1028,932,2019-08-21 12:00:37
1088,135.0814,2877.7846,69,2019-08-21 22:04:48
1225,119.113,5775.067,611,2019-08-20 06:22:21
1948,953.3559,8733.0774,914,2019-08-22 06:03:25
1601,404.9556,2424.2138,978,2019-08-21 04:46:28
1097,914.1157,6860.6104,844,2019-08-21 06:26:59
1015,844.0089,7961.6368,944,2019-08-20 09:55:28
1935,895.4345,4244.3125,418,2019-08-21 02:42:03
1586,45.8817,2145.7921,446,2019-08-20 17:10:26
1289,275.483,9511.9144,971,2019-08-21 01:49:50
1205,170.8755,4068.603,126,2019-08-20 11:21:36
1473,401.9944,6513.9799,178,2019-08-22 00:09:49
1423,721.1962,5292.8435,860,2019-08-22 04:56:15
1349,121.9193,9749.8226,914,2019-08-21 10:22:32
1368,708.3977,8505.1576,471,2019-08-20 22:31:14
1911,603.7649,6769.7699,672,2019-08-20 10:13:40
1593,843.4327,3305.4613,811,2019-08-21 15:39:33
1769,981.5154,3698.4969,54,2019-08-20 08:06:58
1689,499.9629,6419.439,557,2019-08-20 06:22:15
1107,669.112,3716.1092,163,2019-08-20 19:02:14
1270,139.7092,9117.0622,989,2019-08-21 03:03:13
1764,471.9313,9249.5889,303,2019-08-21 20:33:30
1255,351.6968,2311.5468,917,2019-08-21 03:59:10
1525,551.7085,7141.6629,281,2019-08-22 03:38:58
1514,881.3369,9641.4008,685,2019-08-20 18:10:03
1927,718.813,6844.2387,205,2019-08-20 19:18:27
1464,126.5382,2884.8173,410,2019-08-21 01:00:41
1362,540.6059,3685.8517,157,2019-08-21 01:17:56
1832,228.4375,4108.2412,85,2019-08-21 02:52:37
1041,117.1793,3415.5648,676,2019-08-21 13:09:54
1648,226.8713,1762.7957,761,2019-08-20 06:29:54
1821,252.3399,2057.8122,543,2019-08-21 04:23:50
1873,348.6441,5354.8574,666,2019-08-22 04:21:35
1630,347.3894,9967.1912,263,2019-08-21 02:38:12
1836,115.1391,5912.1361,658,2019-08-21 23:13:52
1131,672.2693,8722.4963,82,2019-08-20 18:09:13
1668,341.0894,6828.7112,418,2019-08-22 03:21:20
1572,758.9876,6176.1654,659,2019-08-20 23:14:53
1599,369.3157,8436.8368,982,2019-08-22 04:06:33
1242,91.9534,3006.2432,381,2019-08-20 15:21:58
1482,236.4245,5885.0487,768,2019-08-22 04:57:30
1330,180.2179,3466.1814,445,2019-08-21 23:17:04
1003,855.8946,1603.0055,667,2019-08-20 16:35:20
1407,791.214,8582.6663,772,2019-08-20 12:08:45
1821,448.7944,5546.3691,388,2019-08-21 01:43:04
1239,59.3877,1911.2094,584,2019-08-21 17:41:59
1548,439.992,1889.2889,270,2019-08-21 22:06:36
1143,441.8759,1501.1613,321,2019-08-21 05:26:14
1361,427.4658,5622.95,414,2019-08-20 08:16:17
1736,818.6071,9779.2211,380,2019-08-20 12:04:13
1765,128.2458,4375.1147,799,2019-08-21 09:52:14
1382,849.1707,2860.508,593,2019-08-20 09:29:47
1501,70.2959,2629.3651,170,2019-08-20 15:13:24
1458,555.1644,9549.8841,148,2019-08-21 04:56:11
1931,223.4166,3800.8023,566,2019-08-22 02:50:40
1454,516.12,3491.0078,354,2019-08-21 19:56:23
1142,785.4566,4528.426,43,2019-08-21 09:12:09
1790,621.4798,4170.4873,602,2019-08-21 05:37:11
1421,505.8276,9020.2711,190,2019-08-20 15:51:07
1673,943.9529,9397.9801,768,2019-08-21 17:53:58
1780,914.0041,4345.0157,117,2019-08-20 13:01:37
1575,998.5644,1850.7925,357,2019-08-21 02:00:55
1591,221.5479,9375.2655,671,2019-08-22 04:42:57
1256,72.9568,5593.3758,241,2019-08-20 15:17:47
1130,678.1915,4185.7098,351,2019-08-20 12:41:23
1886,142.9298,3149.8876,212,2019-08-21 16:41:46
1276,480.4378,4598.8007,159,2019-08-21 01:14:33
1344,508.5481,2418.9776,987,2019-08-21 10:58:10
1283,480.3063,7044.3578,433,2019-08-20 12:04:46
1341,743.8644,9528.2788,13,2019-08-21 16:38:49
1365,504.8855,8483.1386,124,2019-08-22 02:12:58
1601,697.7022,2659.3239,237,2019-08-21 03:29:15
1058,593.8013,6817.8188,324,2019-08-20 22:12:00
1323,931.3598,2287.5728,316,2019-08-21 02:12:32
1381,41.7317,8387.6838,98,2019-08-21 01:46:39
1988,355.8409,6586.7831,988,2019-08-21 12:13:03
1989,187.4792,9842.5326,822,2019-08-21 22:04:24
1130,927.6487,7026.2653,832,2019-08-22 01:23:38
1279,993.5134,1206.2556,815,2019-08-20 17:51:14
1503,408.2851,2847.2476,581,2019-08-21 00:21:40
1970,113.6464,4931.6045,136,2019-08-21 11:59:46
1323,925.5812,6231.976,858,2019-08-20 10:44:02
1650,73.1762,7288.6416,0,2019-08-20 19:41:45
1790,953.3112,7543.3507,100,2019-08-21 00:51:30
1195,714.6593,1539.81,9,2019-08-20 11:03:26
1175,405.0496,9105.7909,575,2019-08-20 13:42:39
1020,462.5281,8498.1056,385,2019-08-20 15:52:35
1114,419.6373,5756.3887,451,2019-08-22 00:35:00
1663,239.5732,9400.0995,182,2019-08-21 17:33:03
1553,688.9317,3542.154,283,2019-08-21 03:08:34
1650,490.9172,4265.0474,245,2019-08-21 15:10:56
1423,811.8483,2532.7921,1,2019-08-21 23:30:08
1571,922.1636,4524.7459,865,2019-08-22 05:40:18
1675,935.9635,1093.6386,692,2019-08-20 06:59:50
1667,885.9578,8811.6552,897,2019-08-22 05:40:45
1368,4.0735,7522.967,182,2019-08-20 11:12:59
1910,564.3092,9302.1704,34,2019-08-20 15:48:50
1357,532.5559,4737.1062,346,2019-08-21 15:20:38
1208,561.4699,6606.9917,165,2019-08-21 17:21:22
1521,60.1736,6620.2915,209,2019-08-21 10:36:40
1129,371.0483,6737.1884,737,2019-08-21 21:45:10
1174,712.7434,1495.8768,724,2019-08-22 04:38:44
1088,67.5665,5472.6643,82,2019-08-21 20:32:02
1035,606.1576,9905.5238,372,2019-08-20 07:28:18
1848,171.9356,5087.9028,485,2019-08-20 21:55:00
1876,390.4729,2652.777,810,2019-08-20 18:20:30
1887,176.3406,2857.1256,666,2019-08-22 05:34:26
1616,817.3216,5910.1719,198,2019-08-21 08:48:51
1792,530.9949,6544.1355,572,2019-08-22 03:12:16
1544,916.1199,1187.6366,767,2019-08-22 02:19:44
1643,832.4292,9145.8944,164,2019-08-22 01:05:40
1347,967.6959,4006.4179,344,2019-08-20 18:18:05
1382,350.8955,7038.8953,4,2019-08-20 20:15:37
1322,388.0762,3690.5722,540,2019-08-22 04:14:51
1714,792.7137,1944.3292,769,2019-08-20 10:34:02
1199,100.7814,5850.1961,123,2019-08-21 02:27:42
1654,346.0841,6185.1495,663,2019-08-21 19:36:40
1562,504.2895,3067.2707,170,2019-08-21 08:20:28
1128,328.0027,8715.1243,720,2019-08-20 19:09:47
1060,202.7383,4907.3112,4,2019-08-21 07:31:24
1163,797.0584,3119.6042,741,2019-08-21 00:21:11
1446,154.7601,3886.9023,99,2019-08-21 11:07:22
1248,279.1773,6660.547,208,2019-08-22 04:05:08
1107,441.4966,1316.9705,625,2019-08-21 17:33:43
1323,364.3863,8328.582,167,2019-08-21 19:18:18
1895,722.1674,9270.7307,865,2019-08-20 23:57:24
1196,985.757,2853.6306,14,2019-08-21 00:14:31
1184,584.5464,8146.1364,848,2019-08-22 03:25:33
1936,687.5581,4567.01,776,2019-08-21 22:58:27
1245,776.1094,3469.099,152,2019-08-21 14:37:52
1232,401.181,5323.2449,656,2019-08-20 10:05:48
1587,930.6428,4700.1173,820,2019-08-22 01:03:13
1618,242.8118,9277.3289,735,2019-08-21 14:54:42
1912,92.063,6722.5212,286,2019-08-21 22:57:36
1259,371.6662,1231.9456,260,2019-08-21 00:28:23
1812,4.4624,2752.6477,102,2019-08-22 06:09:33
1609,849.7292,6065.18,536,2019-08-21 07:21:15
1448,153.691,3246.3865,288,2019-08-21 14:33:21
1620,897.5205,5003.7844,873,2019-08-21 08:16:16
1889,539.8283,6612.1369,399,2019-08-20 13:35:31
1918,491.0901,3522.9554,146,2019-08-22 05:20:36
1600,275.6468,2447.3011,939,2019-08-21 02:33:20
1963,108.1692,1536.2733,452,2019-08-21 21:27:20
1143,893.6141,9084.8893,705,2019-08-21 21:13:48
1158,533.8714,8229.6302,539,2019-08-20 07:48:53
1068,943.7234,5300.0895,794,2019-08-22 00:10:07
1354,12.0217,8364.0232,585,2019-08-21 10:04:04
1906,231.9226,9629.7553,793,2019-08-22 05:23:28
1358,481.0478,5457.057,721,2019-08-20 23:42:33
1517,872.9224,1680.3601,664,2019-08-20 22:11:55
1281,211.2441,7387.4104,898,2019-08-20 17:34:12
1276,860.5734,9641.5687,282,2019-08-20 07:30:10
1504,798.5087,6666.3608,76,2019-08-21 08:45:06
1231,37.3217,9083.0193,505,2019-08-21 22:03:26
1207,436.53,8075.0331,668,2019-08-21 11:15:42
1465,291.7645,3717.4424,284,2019-08-20 07:13:14
1118,733.7243,9980.6354,705,2019-08-21 09:09:01
1451,26.1768,9567.0327,103,2019-08-22 04:23:55
1887,59.1569,2465.8561,818,2019-08-20 19:00:26
1720,494.326,5348.2026,874,2019-08-20 17:06:51
1086,231.9417,2147.0682,886,2019-08-20 07:41:36
1954,491.0593,3235.4019,727,2019-08-21 14:18:56
1209,474.5895,7873.6766,67,2019-08-20 08:47:44
1857,948.0287,4779.7219,940,2019-08-21 00:17:16
1672,503.8664,5904.674,770,2019-08-21 07:40:13
1344,788.5453,7230.7059,560,2019-08-21 15:52:48
1302,496.0924,9675.074,600,2019-08-21 18:44:11
1624,454.0954,1956.0321,315,2019-08-21 23:16:32
1419,148.2583,4269.2572,691,2019-08-21 10:56:20
1228,722.3356,3717.9274,388,2019-08-20 13:43:57
1978,488.7642,9631.3068,206,2019-08-22 01:01:44
1881,166.7866,8756.9051,852,2019-08-20 16:09:27
1110,948.3001,3333.7308,617,2019-08-20 14:40:23
1449,44.1765,6575.3764,659,2019-08-22 04:03:47
1634,298.0058,4832.7337,308,2019-08-21 15:28:23
1417,552.444,2040.8034,953,2019-08-21 09:26:44
1259,336.7259,6746.0759,283,2019-08-21 22:21:59
1704,381.4781,4904.9009,354,2019-08-20 09:30:43
1399,531.4627,9641.1917,121,2019-08-21 18:32:43
1998,205.2589,6443.8894,985,2019-08-20 19:56:06
1604,52.0405,8802.0504,64,2019-08-20 13:58:10
1001,806.302,2214.3346,779,2019-08-20 17:52:03
1213,149.8215,9794.8473,183,2019-08-21 01:05:25
1338,480.0752,4952.8788,203,2019-08-20 11:39:59
1488,228.3136,7355.4917,129,2019-08-20 21:37:18
1889,845.4489,2139.9992,799,2019-08-20 09:19:41
1349,379.7473,1512.6601,456,2019-08-20 15:42:40
1742,695.4262,6325.6054,153,2019-08-20 08:47:20
1631,523.6473,5104.125,295,2019-08-20 06:28:52
1723,814.0702,1618.5744,875,2019-08-22 03:12:43
1063,530.7976,9513.3244,433,2019-08-20 23:23:36
1244,120.4096,7095.8946,677,2019-08-20 23:11:32
1533,156.9458,2206.8702,334,2019-08-21 13:39:41
1212,185.5035,1755.2065,875,2019-08-21 06:52:15
1473,535.189,5195.1595,711,2019-08-21 02:34:17
1008,413.9298,7055.594,667,2019-08-20 22:59:39
1459,225.6256,2696.562,565,2019-08-22 04:10:29
1022,475.9321,3187.2161,425,2019-08-21 13:49:59
1775,627.7481,3535.1898,33,2019-08-21 09:02:21
1223,153.7831,8491.1443,163,2019-08-21 12:42:57
1268,487.7427,6044.6136,671,2019-08-22 01:20:28
1913,491.5916,7093.9354,224,2019-08-20 22:07:31
1434,35.9556,7283.8314,104,2019-08-22 05:25:38
1916,572.6693,1062.7875,50,2019-08-21 10:39:47
1475,492.2753,6213.7928,9,2019-08-20 22:25:10
1664,115.8905,6721.0956,51,2019-08-21 21:29:25
1033,917.2766,9979.689,264,2019-08-20 10:23:27
1534,559.0486,6196.7484,941,2019-08-21 03:01:07
1667,409.0801,5406.2546,794,2019-08-20 21:14:09
1848,315.4436,3030.1051,532,2019-08-21 04:44:13
1899,956.756,7503.7564,640,2019-08-21 10:50:26
1251,389.4468,2353.4574,625,2019-08-21 11:37:28
1536,133.007,3011.4024,327,2019-08-21 22:28:43
1697,735.2389,1812.9839,7,2019-08-20 21:34:27
1592,569.4404,6740.2777,328,2019-08-22 01:17:53
1361,994.8314,9388.5005,686,2019-08-20 13:29:19
1391,21.6442,6897.2071,571,2019-08-21 02:54:25
1367,455.0361,9054.7201,106,2019-08-20 21:31:44
1472,25.3623,4992.854,943,2019-08-20 08:06:40
1864,742.6233,4950.8413,921,2019-08-21 21:48:07
1397,341.2701,5448.1927,129,2019-08-22 03:52:48
1430,290.711,9609.1142,154,2019-08-20 09:31:31
1258,238.8671,6400.2684,224,2019-08-21 11:44:14
1751,859.4639,7468.7878,609,2019-08-21 14:51:52
1851,21.0754,6311.2969,956,2019-08-21 05:20:35
1799,436.8318,4125.4964,265,2019-08-21 13:33:34
1830,583.3854,5140.2272,930,2019-08-20 23:19:10
1183,873.9191,1827.0243,796,2019-08-21 11:14:41
1506,794.5902,2835.1873,226,2019-08-21 11:21:57
1996,511.5408,4881.0836,2,2019-08-22 03:43:41
1913,876.0371,8581.6726,559,2019-08-22 02:37:48
1487,390.9126,8950.8661,701,2019-08-20 12:14:11
1212,399.5327,2104.5101,45,2019-08-21 03:55:17
1525,712.3554,2642.7728,87,2019-08-21 15:10:10
1800,275.3403,2462.3811,370,2019-08-20 18:22:25
1187,481.8202,7533.3473,719,2019-08-21 14:17:01
1070,371.8212,7693.406,736,2019-08-21 17:14:41
1317,366.0934,9253.3336,753,2019-08-21 00:15:50
1156,580.9975,2213.3867,416,2019-08-21 23:17:24
1692,155.7988,1299.7705,870,2019-08-20 21:12:31
1675,898.7045,7494.9608,347,2019-08-21 23:14:31
1098,204.4275,2827.4303,120,2019-08-20 14:34:48
1696,482.3258,7985.4276,873,2019-08-21 00:47:14
1334,804.9442,9427.9927,650,2019-08-20 17:19:25
1498,949.1923,2853.5619,440,2019-08-21 23:04:43
1617,329.9194,1196.8784,858,2019-08-21 06:20:19
1255,669.1525,8060.5644,937,2019-08-20 22:38:09
1305,145.1132,4362.5634,475,2019-08-21 06:30:36
1775,264.6624,7890.9059,239,2019-08-21 19:17:51
1263,351.9548,6200.1929,221,2019-08-21 23:58:32
1053,36.1554,5306.2929,819,2019-08-21 21:27:15
1996,991.2723,2457.8425,461,2019-08-21 13:25:36
1176,227.0923,9151.4587,737,2019-08-20 17:10:03
1249,313.9158,4694.529,695,2019-08-20 10:21:25
1121,788.6587,2878.9093,928,2019-08-20 21:48:28
1746,906.871,9393.8054,173,2019-08-21 13:14:50
1713,783.8069,8009.094,518,2019-08-21 14:14:41
1743,855.5489,7657.0407,450,2019-08-20 11:19:18
1867,969.1613,6441.0643,382,2019-08-21 08:41:20
1909,63.7891,4602.4704,706,2019-08-20 18:58:09
1547,852.1112,8772.7687,918,2019-08-20 06:35:11
1477,134.4167,1776.2548,209,2019-08-20 16:49:46
1506,147.8691,1253.4758,650,2019-08-21 05:49:55
1948,648.2381,4819.5036,880,2019-08-20 07:08:03
1856,920.5443,5246.4518,676,2019-08-22 02:20:57
1710,568.8061,1635.072,61,2019-08-21 06:08:19
1340,631.4835,8838.7127,33,2019-08-21 18:50:07
1198,745.1351,5946.6539,614,2019-08-21 00:20:09
1778,700.3402,1028.3548,855,2019-08-21 06:54:28
1636,325.6567,9414.3263,683,2019-08-20 21:42:24
1681,130.8741,3875.368,294,2019-08-21 18:51:11
1435,947.4606,5792.0621,71,2019-08-21 21:08:55
1092,208.1304,7933.7959,795,2019-08-22 02:34:19
1590,205.1675,3019.435,952,2019-08-21 08:07:29
1919,461.0181,4998.318,348,2019-08-22 04:25:09
1700,997.8764,3275.9671,100,2019-08-21 11:09:42
1505,268.1382,9372.4258,554,2019-08-21 04:38:29
1577,702.6291,3204.948,235,2019-08-21 07:46:27
